ID;Distributor Name;Location;Car Name;Manufacturer Name;Car Type;Color;Gearbox;Number of Seats;Number of Doors;Energy;Manufactured Year;Price-$;Mileage-KM;Engine Power-HP;Purchased Date;Car Sale Status;Sold Date;Purchased Price-$;Sold Price-$;Margin-%;Sales Agent Name;Sales Rating;Sales Commission-$;Feedback
VZZBVN;Carmudi;Detroit;i20;Hyundai;Hatchback;Red;Automatic;4;5;Petrol;2016;6800;28505;120;16/05/2020;Sold;11/08/2024;6017;6822;13;Pavan;4;161;Excellent
W87BF3;Carmudi;North Carolina;Dzire;Maruti;Sedan;Blue;Manual;5;5;Hybrid;2016;8300;28507;100;17/02/2020;Un Sold;01/01/1970;6423;0;0;Pavan;1;0;Excellent
PHGNT3;Cars24;California;Swift;Maruti;Sedan;Black;Automatic;5;4;Electric;2024;8000;28514;115;29/08/2019;Un Sold;01/01/1970;6676;0;0;Pranav;3;0;Excellent
WPVX5D;Skipper;North Carolina;Kags;Renault;SUV;Black;Automatic;7;5;Hybrid;2019;9000;28532;175;15/07/2017;Un Sold;01/01/1970;7699;0;0;Narayan;5;0;Average
AFCDYB;Olx;Florida;Kags;Renault;SUV;Red;Manual;7;5;Hybrid;2018;9100;28536;175;02/04/2016;Un Sold;01/01/1970;8363;0;0;Shiva;2;0;Average
YB8JEC;Sobri;Madison;Hilux;Toyota;Truck;Red;Automatic;4;2;Electric;2019;9000;28537;200;27/04/2022;Un Sold;01/01/1970;8297;0;0;Hariom;4;0;Good
OQVWYP;Skipper;Portland;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2019;6500;28547;150;23/07/2018;Un Sold;01/01/1970;4659;0;0;Piyush;1;0;Excellent
ALYISL;Marchi;Utah;Etriga;Maruti;Hatchback;Black;Manual;4;5;Diesel;2019;6600;28549;103;07/04/2019;Un Sold;01/01/1970;5619;0;0;Dhruv;2;0;Good
JBZY1J;Knox;California;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Hybrid;2023;7100;28560;113;19/09/2023;Un Sold;01/01/1970;5460;0;0;Ram;3;0;Good
REVF4I;Automart;Columbus;Plato;Prazo;Convertible;Gray;Automatic;2;2;Petrol;2015;9400;28579;250;25/03/2019;Un Sold;01/01/1970;7817;0;0;Pranav;2;0;Poor
DM5994;APE;North Carolina;Fortuner;Toyota;SUV;Blue;Manual;8;5;Diesel;2024;7600;28586;200;23/10/2024;Un Sold;01/01/1970;6783;0;0;Shailaja;1;0;Excellent
DO25NI;Carro;North Carolina;Yodha;Tata;Truck;Red;Automatic;3;2;Petrol;2022;7200;28593;100;10/11/2023;Un Sold;01/01/1970;5743;0;0;Pranav;1;0;Excellent
0TS9KD;Carousell;New York;Fortuner;Toyota;SUV;Red;Manual;8;5;Petrol;2019;8000;28593;200;19/06/2016;Un Sold;01/01/1970;6709;0;0;Pavan;5;0;Excellent
5Y1VZC;APE;Madison;Seltos;Kia;Hatchback;Gray;Manual;5;5;Petrol;2024;6000;28597;150;07/05/2022;Un Sold;01/01/1970;4566;0;0;Swapna;3;0;Average
H48WXD;Carmudi;North Carolina;Hilux;Toyota;Truck;Blue;Manual;4;2;Diesel;2020;7500;28602;200;13/03/2018;Sold;08/12/2022;5787;4949;-14;Aarush;1;0;Good
FOR8IJ;Carsome;Tennessee;Dzire;Maruti;Sedan;White;Manual;5;5;Petrol;2024;6500;28618;100;16/08/2016;Un Sold;01/01/1970;4799;0;0;Krishna;5;0;Average
35JN9C;Oto;Detroit;Scorpio;Mahindra;SUV;White;Automatic;5;5;Petrol;2015;8400;28619;120;01/12/2022;Un Sold;01/01/1970;7400;0;0;Pavan;3;0;Excellent
Y5M3KQ;Automart;New York;Plato;Prazo;Convertible;Blue;Manual;2;2;Electric;2022;10200;28640;250;27/11/2020;Un Sold;01/01/1970;9629;0;0;Karan;3;0;Poor
RL1946;Zupps;Tucson;Fortuner;Toyota;SUV;Blue;Manual;8;5;Petrol;2022;7700;28641;200;05/09/2022;Un Sold;01/01/1970;6510;0;0;Pranav;4;0;Good
0INK8K;Knox;Oklahoma;Seltos;Kia;Hatchback;Black;Automatic;5;5;Electric;2020;7900;28669;150;14/06/2021;Un Sold;01/01/1970;6394;0;0;Hariom;5;0;Excellent
CUQGAN;Sobri;Oklahoma;i20;Hyundai;Hatchback;Gray;Manual;4;5;Diesel;2018;6700;28686;120;03/05/2020;Un Sold;01/01/1970;5613;0;0;Shailaja;1;0;Good
TFPZIC;Motor;Oklahoma;Swift;Maruti;Sedan;Red;Manual;5;4;Diesel;2023;6700;28693;115;26/11/2019;Sold;30/03/2022;5807;7213;24;Bhavani;4;281;Excellent
31V2JX;Kamkar;Tennessee;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Hybrid;2016;9300;28695;120;09/10/2024;Sold;30/11/2024;7392;6437;-13;Dhruv;2;0;Good
VLRBSC;Motor;New York;Seltos;Kia;Hatchback;Red;Manual;5;5;Diesel;2015;7000;28708;150;27/05/2018;Sold;03/09/2018;5049;5090;1;Piyush;3;8;Good
07PS7Z;Skipper;Portland;Thar;Mahindra;SUV;Gray;Manual;5;3;Petrol;2018;8100;28710;130;25/09/2020;Un Sold;01/01/1970;6217;0;0;Swapna;5;0;Excellent
1EP81V;APE;Utah;i20;Hyundai;Hatchback;Black;Manual;4;5;Diesel;2021;6400;28711;120;07/02/2023;Un Sold;01/01/1970;4824;0;0;Pavan;2;0;Excellent
C5F2AE;Cars24;Columbus;Swift;Maruti;Sedan;Black;Automatic;5;4;Electric;2015;8900;28712;115;04/04/2024;Sold;03/09/2024;8171;9300;14;Shiva;4;226;Average
6KNCKR;Motor;New York;Dzire;Maruti;Sedan;Black;Automatic;5;5;Petrol;2023;6600;28740;100;28/12/2019;Sold;06/07/2022;4837;6004;24;Karan;3;233;Excellent
Z0RS3O;Nufor;Utah;Kags;Renault;SUV;Gray;Manual;7;5;Petrol;2020;7900;28751;175;24/01/2021;Sold;09/12/2021;7052;8499;21;Shilpa;1;289;Excellent
4WHVJ8;Carmudi;Tennessee;Hilux;Toyota;Truck;Red;Manual;4;2;Hybrid;2024;8000;28757;200;03/11/2023;Sold;26/04/2023;7110;6502;-9;Sweta;1;0;Poor
I4X853;Kamkar;Columbus;Swift;Maruti;Sedan;Black;Manual;5;4;Diesel;2015;7500;28771;115;11/11/2019;Sold;10/09/2023;6724;6476;-4;Shailaja;5;0;Average
R007DE;Skipper;Florida;Yodha;Tata;Truck;Red;Manual;3;2;Hybrid;2024;8000;28774;100;21/11/2022;Un Sold;01/01/1970;6164;0;0;Pavan;5;0;Excellent
V9PBY6;Trust;North Carolina;Kags;Renault;SUV;White;Automatic;7;5;Hybrid;2017;9200;28787;175;19/07/2024;Sold;19/08/2024;7881;7771;-1;Narayan;4;0;Excellent
4JKK61;Carro;Portland;Thar;Mahindra;SUV;Black;Automatic;5;3;Electric;2021;9300;28791;130;02/03/2024;Un Sold;01/01/1970;7866;0;0;Aditya;1;0;Excellent
VR1RD5;Carsome;New York;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Electric;2024;9000;28794;120;24/06/2021;Un Sold;01/01/1970;7038;0;0;Swathi;1;0;Good
FO07UG;Carro;Utah;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2018;6600;28795;150;04/05/2020;Un Sold;01/01/1970;4846;0;0;Shailaja;3;0;Good
J54TBL;Nufor;Philadelphia;Fortuner;Toyota;SUV;Black;Automatic;8;5;Petrol;2017;8200;28803;200;23/09/2018;Un Sold;01/01/1970;6228;0;0;Swapna;5;0;Good
0LJFQR;Automart;Philadelphia;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Diesel;2015;7000;28808;150;08/07/2019;Un Sold;01/01/1970;5047;0;0;Aditya;3;0;Excellent
IOPMUE;Marchi;New York;Kags;Renault;SUV;Red;Automatic;7;5;Petrol;2024;7500;28808;175;19/12/2015;Sold;18/03/2023;6757;5618;-17;Aarush;3;0;Excellent
YTHTPC;Ahg;Utah;Kags;Renault;SUV;Black;Manual;7;5;Electric;2018;9600;28816;175;26/04/2021;Sold;17/02/2023;8899;9270;4;Krishna;3;74;Good
TOOYBN;Sobri;Portland;Dzire;Maruti;Sedan;Blue;Manual;5;5;Petrol;2023;6600;28822;100;24/08/2016;Un Sold;01/01/1970;5879;0;0;Piyush;2;0;Good
IPGH81;Ahg;Utah;Thar;Mahindra;SUV;Blue;Automatic;5;3;Diesel;2024;7600;28824;130;16/10/2018;Un Sold;01/01/1970;6778;0;0;Narayan;1;0;Excellent
2FVCSH;APE;Chicago;Scorpio;Mahindra;SUV;White;Manual;5;5;Petrol;2021;7800;28826;120;20/01/2023;Sold;27/11/2024;6291;5422;-14;Pranav;2;0;Excellent
Y1QGK6;Trust;Chicago;Dzire;Maruti;Sedan;White;Manual;5;5;Hybrid;2016;8300;28833;100;31/10/2023;Un Sold;01/01/1970;6552;0;0;Supriya;3;0;Excellent
TMC2HC;Oto;Florida;Fortuner;Toyota;SUV;Red;Automatic;8;5;Diesel;2018;8200;28834;200;22/03/2018;Un Sold;01/01/1970;6904;0;0;Shailaja;5;0;Excellent
AOHKAY;Skipper;Denver;Kags;Renault;SUV;Gray;Automatic;7;5;Hybrid;2018;9100;28844;175;28/03/2024;Un Sold;01/01/1970;7720;0;0;Shailaja;5;0;Average
RPXZWQ;Trust;Utah;Swift;Maruti;Sedan;Blue;Automatic;5;4;Hybrid;2019;8000;28855;115;15/02/2023;Un Sold;01/01/1970;7026;0;0;Aditya;1;0;Excellent
JBR58N;Zupps;Denver;Plato;Prazo;Convertible;Black;Manual;2;2;Hybrid;2020;9900;28865;250;03/08/2021;Sold;20/10/2021;8068;9292;15;Pranav;3;245;Good
VDBKX7;Carmudi;Detroit;Creta;Hyundai;Hatchback;White;Automatic;5;5;Hybrid;2020;7400;28871;113;18/09/2022;Un Sold;01/01/1970;6375;0;0;Vishwajeet;2;0;Average
JZUK44;Carmix;North Carolina;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Hybrid;2020;8900;28876;200;09/12/2017;Un Sold;01/01/1970;7983;0;0;Shiva;4;0;Poor
2DA28F;Automart;Denver;Thar;Mahindra;SUV;Black;Manual;5;3;Diesel;2021;7900;28881;130;17/04/2024;Sold;28/06/2024;6174;6131;-1;Shruthi;4;0;Good
013AM9;Zupps;Texas;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Diesel;2019;7100;28889;100;02/04/2020;Un Sold;01/01/1970;5211;0;0;Rithvik;4;0;Good
M7TZD0;Carsome;Denver;Etriga;Maruti;Hatchback;White;Automatic;4;5;Diesel;2017;6800;28897;103;10/07/2016;Un Sold;01/01/1970;6261;0;0;Shruthi;2;0;Excellent
CW2YHH;Sobri;Denver;i20;Hyundai;Hatchback;White;Manual;4;5;Petrol;2023;6100;28900;120;01/01/2020;Un Sold;01/01/1970;4665;0;0;Krishna;5;0;Excellent
51JS2E;Motor;California;Kags;Renault;SUV;White;Manual;7;5;Hybrid;2015;9400;28900;175;29/04/2015;Un Sold;01/01/1970;8261;0;0;Shailaja;1;0;Excellent
SJSKEN;Ahg;Tennessee;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Diesel;2020;6500;28905;103;21/11/2017;Un Sold;01/01/1970;5050;0;0;Rithvik;5;0;Average
KPY7MT;Olx;Columbus;i20;Hyundai;Hatchback;Blue;Manual;4;5;Electric;2016;8300;28915;120;02/06/2021;Un Sold;01/01/1970;7173;0;0;Krishna;4;0;Good
V1OAPD;Oto;Florida;Plato;Prazo;Convertible;Blue;Manual;2;2;Petrol;2020;8900;28919;250;24/08/2019;Un Sold;01/01/1970;7839;0;0;Vihaan;2;0;Good
U4Q6KC;Carro;New York;Creta;Hyundai;Hatchback;White;Manual;5;5;Diesel;2023;6200;28928;113;02/12/2017;Un Sold;01/01/1970;5419;0;0;Pranav;4;0;Good
4MNZ9F;Sobri;Tennessee;Plato;Prazo;Convertible;Red;Automatic;2;2;Petrol;2024;8500;28932;250;02/07/2023;Un Sold;01/01/1970;6820;0;0;Shruthi;5;0;Excellent
YTBR6W;Trust;Chicago;Kags;Renault;SUV;Blue;Automatic;7;5;Electric;2020;9400;28933;175;23/04/2020;Un Sold;01/01/1970;7568;0;0;Pranav;2;0;Average
47PYWL;Knox;Philadelphia;Yodha;Tata;Truck;Red;Manual;3;2;Petrol;2023;7100;28934;100;13/10/2015;Un Sold;01/01/1970;6365;0;0;Krishna;4;0;Average
2L4766;Trust;Portland;Swift;Maruti;Sedan;Gray;Manual;5;4;Diesel;2021;6900;28941;115;23/03/2015;Un Sold;01/01/1970;6120;0;0;Dhruv;4;0;Average
LJS65J;Carro;Oklahoma;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Petrol;2018;8100;28942;120;16/08/2023;Un Sold;01/01/1970;7546;0;0;Aarush;1;0;Excellent
4ZYSCL;Knox;North Carolina;Fortuner;Toyota;SUV;Red;Manual;8;5;Hybrid;2017;9200;28943;200;23/01/2017;Un Sold;01/01/1970;8093;0;0;Sweta;5;0;Excellent
L9ECWN;Knox;Portland;Fortuner;Toyota;SUV;Black;Automatic;8;5;Electric;2015;9900;28949;200;14/11/2019;Un Sold;01/01/1970;7900;0;0;Dhruv;5;0;Good
C25PF5;Carro;Tucson;Swift;Maruti;Sedan;Black;Manual;5;4;Electric;2015;8900;28955;115;13/01/2022;Un Sold;01/01/1970;6944;0;0;Rithvik;2;0;Good
9YB5QN;Oto;Tucson;Hilux;Toyota;Truck;Red;Automatic;4;2;Petrol;2023;7100;28958;200;13/11/2018;Sold;07/03/2019;6539;5746;-12;Pranav;5;0;Excellent
4UVRZS;Nufor;North Carolina;Thar;Mahindra;SUV;Black;Automatic;5;3;Hybrid;2017;9200;28976;130;21/05/2018;Un Sold;01/01/1970;8646;0;0;Sweta;3;0;Average
50WN3N;Automart;Columbus;Swift;Maruti;Sedan;White;Manual;5;4;Petrol;2020;6900;28981;115;07/03/2023;Un Sold;01/01/1970;5523;0;0;Swathi;3;0;Good
ZX0ZEZ;Carsome;Oklahoma;Kags;Renault;SUV;Black;Automatic;7;5;Hybrid;2017;9200;29005;175;22/02/2022;Un Sold;01/01/1970;7826;0;0;Piyush;4;0;Average
2K57Z3;Zupps;Chicago;Hilux;Toyota;Truck;White;Manual;4;2;Diesel;2019;7600;29018;200;18/09/2020;Un Sold;01/01/1970;7100;0;0;Pranav;5;0;Excellent
ALXRLJ;Olx;North Carolina;Plato;Prazo;Convertible;White;Manual;2;2;Hybrid;2021;9800;29019;250;15/01/2015;Un Sold;01/01/1970;9296;0;0;Arjuna;1;0;Excellent
KQF3CR;Carmudi;Oklahoma;Etriga;Maruti;Hatchback;Black;Manual;4;5;Hybrid;2017;7700;29035;103;14/09/2018;Un Sold;01/01/1970;6065;0;0;Narayan;3;0;Excellent
8ANKW3;Carro;Madison;Seltos;Kia;Hatchback;Red;Automatic;5;5;Electric;2019;8000;29037;150;03/06/2019;Un Sold;01/01/1970;6871;0;0;Dhruv;4;0;Good
UTS7WP;Kamkar;Madison;Fortuner;Toyota;SUV;Black;Manual;8;5;Electric;2015;9900;29048;200;02/03/2018;Un Sold;01/01/1970;8586;0;0;Shilpa;3;0;Average
NVZST4;Ahg;Madison;Dzire;Maruti;Sedan;White;Automatic;5;5;Petrol;2017;7200;29051;100;17/07/2020;Un Sold;01/01/1970;6312;0;0;Shruthi;4;0;Excellent
PLJ50T;Olx;Chicago;Swift;Maruti;Sedan;Black;Automatic;5;4;Petrol;2024;6500;29062;115;14/02/2022;Un Sold;01/01/1970;5700;0;0;Dhruv;1;0;Excellent
ZKW4S9;Trust;North Carolina;Fortuner;Toyota;SUV;Gray;Manual;8;5;Hybrid;2017;9200;29092;200;10/05/2023;Un Sold;01/01/1970;7887;0;0;Shilpa;5;0;Excellent
9ZANOP;Sobri;Columbus;Fortuner;Toyota;SUV;Blue;Manual;8;5;Hybrid;2017;9200;29106;200;03/03/2022;Sold;26/01/2023;7968;8178;3;Shruthi;5;42;Good
4DE9I0;Carmix;Tucson;Swift;Maruti;Sedan;Black;Automatic;5;4;Diesel;2023;6700;29113;115;05/02/2024;Un Sold;01/01/1970;6023;0;0;Karan;5;0;Good
Z1KXMH;Carsome;North Carolina;Hilux;Toyota;Truck;Black;Manual;4;2;Hybrid;2016;8800;29120;200;28/03/2023;Sold;16/05/2024;7169;7350;3;Supriya;5;36;Average
YMYUNS;Carsome;North Carolina;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Hybrid;2023;7100;29125;103;21/12/2018;Sold;12/08/2020;5718;5929;4;Karan;3;42;Good
T7F0IA;Automart;San Jose;Dzire;Maruti;Sedan;Blue;Manual;5;5;Petrol;2023;6600;29127;100;02/01/2024;Un Sold;01/01/1970;5400;0;0;Shruthi;3;0;Excellent
5UZYL4;Carro;Columbus;i20;Hyundai;Hatchback;White;Automatic;4;5;Diesel;2018;6700;29167;120;01/10/2018;Un Sold;01/01/1970;4838;0;0;Narayan;2;0;Excellent
JTCEHR;Trust;New York;Plato;Prazo;Convertible;Red;Automatic;2;2;Petrol;2023;8600;29185;250;30/04/2015;Un Sold;01/01/1970;6876;0;0;Shailaja;4;0;Poor
H43RRM;Skipper;Oklahoma;Swift;Maruti;Sedan;Black;Manual;5;4;Hybrid;2015;8400;29221;115;23/05/2022;Un Sold;01/01/1970;7435;0;0;Pavan;3;0;Excellent
13Y4BB;Olx;Portland;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Petrol;2024;7500;29222;120;08/06/2018;Un Sold;01/01/1970;5881;0;0;Pavan;2;0;Good
Q81R4B;Carousell;Madison;Thar;Mahindra;SUV;Red;Manual;5;3;Petrol;2024;7500;29227;130;24/05/2019;Un Sold;01/01/1970;6943;0;0;Piyush;3;0;Good
K5H0DQ;Oto;New York;Swift;Maruti;Sedan;Blue;Automatic;5;4;Petrol;2024;6500;29231;115;16/11/2018;Un Sold;01/01/1970;5575;0;0;Aditya;3;0;Excellent
EPA7FD;Automart;Chicago;Dzire;Maruti;Sedan;White;Manual;5;5;Petrol;2024;6500;29238;100;07/01/2018;Un Sold;01/01/1970;4552;0;0;Supriya;5;0;Good
X39H9B;Knox;Utah;Hilux;Toyota;Truck;White;Manual;4;2;Petrol;2023;7100;29247;200;30/07/2024;Un Sold;01/01/1970;5527;0;0;Vihaan;4;0;Excellent
8AQH64;Carousell;Tennessee;Swift;Maruti;Sedan;Black;Automatic;5;4;Petrol;2021;6800;29248;115;06/03/2024;Sold;01/12/2024;4904;5067;3;Rithvik;4;33;Excellent
6JWISR;Knox;Utah;Seltos;Kia;Hatchback;Red;Automatic;5;5;Petrol;2016;6800;29256;150;26/09/2022;Un Sold;01/01/1970;5037;0;0;Vihaan;3;0;Average
WDVCS5;Olx;Florida;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2023;6100;29315;150;15/12/2021;Un Sold;01/01/1970;4843;0;0;Swathi;3;0;Excellent
05UKR7;Sobri;San Jose;Scorpio;Mahindra;SUV;Gray;Manual;5;5;Electric;2015;9900;29320;120;24/06/2019;Un Sold;01/01/1970;8949;0;0;Hariom;3;0;Average
J3LZLO;Trust;Portland;Swift;Maruti;Sedan;Gray;Automatic;5;4;Hybrid;2016;8300;29321;115;12/08/2018;Un Sold;01/01/1970;6533;0;0;Aditya;2;0;Excellent
FNDDKM;Zupps;Portland;Dzire;Maruti;Sedan;Red;Automatic;5;5;Electric;2019;8500;29323;100;24/08/2022;Un Sold;01/01/1970;6864;0;0;Pavan;3;0;Poor
GHUKVS;Skipper;Tucson;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Hybrid;2017;7700;29344;103;05/08/2016;Un Sold;01/01/1970;6738;0;0;Anushka;4;0;Good
8K5KYB;Olx;Tucson;Plato;Prazo;Convertible;Blue;Manual;2;2;Hybrid;2015;10400;29362;250;18/07/2023;Un Sold;01/01/1970;9677;0;0;Bhavani;2;0;Excellent
4RC3XP;Carmix;Tucson;Yodha;Tata;Truck;Gray;Manual;3;2;Hybrid;2024;8000;29375;100;13/02/2022;Sold;20/01/2023;6409;6476;1;Sweta;1;13;Good
WRD6X0;Carro;Oklahoma;Creta;Hyundai;Hatchback;Red;Manual;5;5;Electric;2022;7700;29401;113;04/01/2021;Sold;10/07/2022;6151;5779;-6;Bhavani;4;0;Good
36MMU6;Carmudi;Columbus;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Hybrid;2024;7000;29402;103;06/04/2016;Un Sold;01/01/1970;6157;0;0;Vishwajeet;1;0;Excellent
WKYUQT;Trivett;Chicago;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Diesel;2022;7800;29408;120;14/06/2015;Un Sold;01/01/1970;6972;0;0;Bhavani;4;0;Excellent
8FNMZJ;Ahg;Detroit;Kags;Renault;SUV;Gray;Manual;7;5;Diesel;2023;7700;29447;175;04/02/2016;Un Sold;01/01/1970;6377;0;0;Krishna;4;0;Poor
CZMVOV;Cars24;Chicago;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Petrol;2016;8300;29463;120;05/06/2015;Un Sold;01/01/1970;6805;0;0;Rithvik;5;0;Good
QBXOXY;Skipper;Oklahoma;Thar;Mahindra;SUV;Blue;Manual;5;3;Petrol;2019;8000;29466;130;12/09/2015;Un Sold;01/01/1970;6965;0;0;Preeti;1;0;Excellent
GOPKVJ;Carmix;Florida;Swift;Maruti;Sedan;Black;Automatic;5;4;Petrol;2023;6600;29467;115;10/10/2016;Un Sold;01/01/1970;4629;0;0;Vishwajeet;2;0;Average
NO3FNF;Carousell;Detroit;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Petrol;2023;7600;29468;120;07/03/2019;Un Sold;01/01/1970;6264;0;0;Sai;5;0;Excellent
I583EP;Nufor;Oklahoma;Swift;Maruti;Sedan;Black;Automatic;5;4;Hybrid;2020;7900;29489;115;03/09/2020;Un Sold;01/01/1970;7375;0;0;Aditya;3;0;Excellent
1O1SW4;Trust;San Jose;Thar;Mahindra;SUV;Gray;Automatic;5;3;Petrol;2021;7800;29513;130;31/07/2018;Sold;06/04/2024;5926;7339;24;Aarush;1;283;Excellent
Q5FRYU;Olx;Columbus;Seltos;Kia;Hatchback;Black;Manual;5;5;Petrol;2021;6300;29523;150;17/10/2017;Un Sold;01/01/1970;5714;0;0;Preeti;5;0;Excellent
LAIJEA;Carsome;Utah;Swift;Maruti;Sedan;Gray;Manual;5;4;Hybrid;2020;7900;29528;115;12/07/2020;Un Sold;01/01/1970;6683;0;0;Swapna;5;0;Excellent
BX6TYQ;Nufor;Denver;Yodha;Tata;Truck;Gray;Manual;3;2;Diesel;2015;8000;29530;100;25/09/2021;Un Sold;01/01/1970;6151;0;0;Shilpa;2;0;Excellent
WPSW88;APE;Columbus;Fortuner;Toyota;SUV;White;Manual;8;5;Diesel;2015;8500;29535;200;01/05/2015;Un Sold;01/01/1970;7710;0;0;Piyush;3;0;Good
7LWW6M;Kamkar;Utah;Creta;Hyundai;Hatchback;White;Automatic;5;5;Petrol;2024;6000;29541;113;13/10/2022;Un Sold;01/01/1970;4366;0;0;Bhavani;1;0;Excellent
25NF4L;Zupps;Florida;i20;Hyundai;Hatchback;Red;Manual;4;5;Petrol;2016;6800;29541;120;23/03/2019;Un Sold;01/01/1970;5620;0;0;Aarush;5;0;Excellent
PNHLUE;Trust;Utah;Swift;Maruti;Sedan;Blue;Automatic;5;4;Electric;2021;8300;29543;115;05/05/2021;Un Sold;01/01/1970;7103;0;0;Shiva;2;0;Poor
V7MD7M;Marchi;San Jose;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Petrol;2021;6300;29559;103;30/01/2015;Sold;31/05/2016;4308;4438;3;Shilpa;1;26;Excellent
6D1C95;APE;Florida;Thar;Mahindra;SUV;Red;Automatic;5;3;Diesel;2018;8200;29582;130;11/04/2016;Un Sold;01/01/1970;6220;0;0;Anushka;1;0;Good
TLAI5V;Nufor;Tucson;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Electric;2015;8400;29595;120;06/06/2020;Un Sold;01/01/1970;6668;0;0;Dhruv;3;0;Excellent
ZB366E;Sobri;Madison;Kags;Renault;SUV;White;Automatic;7;5;Electric;2021;9300;29596;175;09/07/2020;Un Sold;01/01/1970;8109;0;0;Swathi;1;0;Good
3CC0N1;Carsome;California;i20;Hyundai;Hatchback;Black;Manual;4;5;Petrol;2019;6500;29601;120;11/10/2015;Un Sold;01/01/1970;5738;0;0;Rithvik;2;0;Excellent
71TT6K;Automart;Denver;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Petrol;2018;8100;29604;120;12/06/2019;Un Sold;01/01/1970;7207;0;0;Ram;4;0;Excellent
P1ITSX;Kamkar;North Carolina;i20;Hyundai;Hatchback;Red;Automatic;4;5;Electric;2015;8400;29611;120;08/04/2018;Un Sold;01/01/1970;7200;0;0;Bhavani;4;0;Good
Q1UEKO;APE;Detroit;Scorpio;Mahindra;SUV;Black;Manual;5;5;Electric;2017;9700;29634;120;17/11/2021;Un Sold;01/01/1970;8066;0;0;Ram;3;0;Excellent
YY7NC6;Carmix;Florida;Dzire;Maruti;Sedan;Gray;Manual;5;5;Diesel;2018;7200;29638;100;02/02/2019;Un Sold;01/01/1970;5509;0;0;Shailaja;1;0;Excellent
PI3OOD;Marchi;Texas;Kags;Renault;SUV;White;Automatic;7;5;Hybrid;2018;9100;29654;175;09/10/2023;Sold;03/08/2024;7266;7501;3;Hariom;3;47;Excellent
M1S72U;Carmudi;San Jose;Yodha;Tata;Truck;Gray;Manual;3;2;Diesel;2020;7500;29670;100;07/03/2017;Un Sold;01/01/1970;5600;0;0;Dhruv;5;0;Excellent
1Q287F;Oto;Denver;i20;Hyundai;Hatchback;Red;Automatic;4;5;Hybrid;2015;7900;29678;120;06/05/2022;Un Sold;01/01/1970;7377;0;0;Sweta;2;0;Good
LMQ2LL;Knox;North Carolina;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Electric;2020;7900;29712;113;05/06/2016;Un Sold;01/01/1970;7309;0;0;Bhavani;2;0;Excellent
JXL7FG;Marchi;Florida;Fortuner;Toyota;SUV;White;Automatic;8;5;Hybrid;2023;8600;29726;200;18/12/2018;Un Sold;01/01/1970;6854;0;0;Sai;3;0;Good
TYDGUO;Kamkar;Florida;Hilux;Toyota;Truck;Gray;Manual;4;2;Electric;2021;8800;29740;200;19/03/2022;Un Sold;01/01/1970;7919;0;0;Sweta;4;0;Good
0X9AHU;Ahg;Texas;Kags;Renault;SUV;Gray;Manual;7;5;Hybrid;2020;8900;29744;175;11/04/2023;Un Sold;01/01/1970;7366;0;0;Bhavani;1;0;Average
T4K8Y6;Carmudi;Tucson;Hilux;Toyota;Truck;Black;Manual;4;2;Electric;2017;9200;29750;200;03/09/2019;Un Sold;01/01/1970;7560;0;0;Hariom;3;0;Average
TY54D0;Carmudi;Tennessee;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Electric;2023;9100;29757;120;20/01/2018;Un Sold;01/01/1970;8134;0;0;Krishna;1;0;Excellent
8AQ9FD;Nufor;Philadelphia;Swift;Maruti;Sedan;White;Manual;5;4;Electric;2015;8900;29779;115;12/07/2019;Un Sold;01/01/1970;7778;0;0;Preeti;5;0;Average
E2CN5G;Trust;Madison;Kags;Renault;SUV;White;Automatic;7;5;Electric;2023;9100;29789;175;12/03/2019;Un Sold;01/01/1970;8424;0;0;Karan;4;0;Good
6CMSHA;Nufor;Tennessee;Thar;Mahindra;SUV;White;Automatic;5;3;Hybrid;2019;9000;29792;130;11/03/2020;Un Sold;01/01/1970;7724;0;0;Swapna;3;0;Excellent
LZ4XRX;Carmix;California;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Petrol;2022;7700;29805;120;03/08/2019;Sold;25/01/2024;6350;5805;-9;Ram;1;0;Excellent
